replicate,attempt_id,n_sampled_group_draws,n_unique_sampled_groups,n_sampled_trials,n_genuine,n_impostor,x_vector_eer,x_vector_auc,x_vector_min_dcf,x_vector_cllr,x_vector_cllr_min,x_vector_calibration_loss,ecapa_tdnn_eer,ecapa_tdnn_auc,ecapa_tdnn_min_dcf,ecapa_tdnn_cllr,ecapa_tdnn_cllr_min,ecapa_tdnn_calibration_loss,difference_eer,difference_auc,difference_min_dcf,difference_cllr,difference_cllr_min,difference_calibration_loss
254,254,87,51,25990,13265,12725,0.1830255402750491,0.9088881016190293,0.364257655454736,0.5565811633047977,0.5443128466231129,0.012268316681684821,0.07523558235959292,0.97974546959849,0.14934765624710727,0.28201823404829485,0.27325736746153545,0.008760866586759397,0.10778995791545619,-0.07085736797946063,0.2149099992076287,0.27456292925650283,0.2710554791615774,0.003507450094925424
255,255,87,58,28333,14785,13548,0.17450118363205952,0.9117391423512626,0.34402442288888496,0.55026478456941,0.5375149448377486,0.012749839731661328,0.06993574568819749,0.9833546206381618,0.13868407512900935,0.2465573581205846,0.2403586690923645,0.0061986890282201,0.10456543794386203,-0.07161547828689918,0.2053403477598756,0.30370742644882537,0.29715627574538417,0.0065511507034412275
256,256,87,51,26822,13554,13268,0.20394935182393728,0.8828458984215218,0.39463339375778855,0.648303679066196,0.5998424763673877,0.04846120269880827,0.06404013575328317,0.9846617338193091,0.1261278538410589,0.23734661486168884,0.23066443759056843,0.006682177271120415,0.1399092160706541,-0.10181583539778727,0.26850553991672965,0.41095706420450717,0.3691780387768193,0.041779025427687855
257,257,87,53,27238,13496,13742,0.1599476058797846,0.9205835213754155,0.3163958863558661,0.5256988046802512,0.5016320013553208,0.024066803324930386,0.03849512443603551,0.99290978867308,0.07661894915504863,0.15919251576400067,0.14866657691742544,0.010525938846575239,0.1214524814437491,-0.07232626729766445,0.23977693720081744,0.36650628891625053,0.35296542443789536,0.013540864478355147
258,258,87,55,26109,13201,12908,0.1915866129532073,0.9009112802795198,0.376493003096013,0.5812194473635717,0.5681059821908674,0.013113465172704286,0.07832739943943641,0.9795373090942793,0.15528060257429016,0.28417966690090174,0.27428294261634234,0.0098967242845594,0.1132592135137709,-0.07862602881475944,0.22121240052172286,0.29703978046266993,0.29382303957452505,0.0032167408881448867
259,259,87,54,27943,14962,12981,0.20197834514102392,0.8854808500771093,0.4016109073525772,0.63541489618797,0.5996984657179303,0.035716430470039695,0.07056467144287805,0.9825232061324222,0.13895182640796483,0.26171523736235874,0.25400155641880795,0.007713680943550794,0.13141367369814588,-0.09704235605531286,0.2626590809446124,0.37369965882561124,0.34569690929912233,0.0280027495264889
260,260,87,55,23350,11077,12273,0.17037399168907358,0.9136715016984323,0.3300498430940749,0.5520696805437912,0.5255815716269654,0.026488108916825848,0.05533989347296199,0.987913917481741,0.11015162184670566,0.20733215239713565,0.19919388797462834,0.008138264422507313,0.11503409821611159,-0.0742424157833087,0.21989822124736927,0.3447375281466556,0.32638768365233706,0.018349844494318535
261,261,87,53,23841,10231,13610,0.14583129703841266,0.9292985775823158,0.28905226806687634,0.5096115286169343,0.47951262535055594,0.03009890326637832,0.0576678721532597,0.9874656708505242,0.11254659539508766,0.20647897738523346,0.1967919673132349,0.00968701007199857,0.08816342488515297,-0.05816709326820835,0.17650567267178868,0.3031325512317008,0.28272065803732105,0.02041189319437975
262,262,87,54,28648,14807,13841,0.20551090700344432,0.8821951002569794,0.4086270293361122,0.6397547223387756,0.6167613326269434,0.02299338971183218,0.07824579148905426,0.9794142646609065,0.1545311468901211,0.3021068520011756,0.2779905897327073,0.024116262268468303,0.12726511551439007,-0.09721916440392708,0.25409588244599113,0.3376478703376,0.33877074289423614,-0.001122872556636123
263,263,87,55,22945,10027,12918,0.17750425762501934,0.9087606055382933,0.34865236056485543,0.5590707280640871,0.5395649088526462,0.0195058192114409,0.05651029571141043,0.9883925415621514,0.11218801201456485,0.20169770694098774,0.19503534627464975,0.006662360666337991,0.12099396191360891,-0.0796319360238581,0.23646434855029058,0.3573730211230993,0.34452956257799644,0.01284345854510291
264,264,87,51,26789,13174,13615,0.1861241839987855,0.8985757956682614,0.3691739162165253,0.5946906423769697,0.5718340002866416,0.022856642090328116,0.0589798087141339,0.9861496155220884,0.11749051551646286,0.22367791822669927,0.21928615935270712,0.004391758873992152,0.1271443752846516,-0.08757381985382695,0.25168340070006245,0.3710127241502704,0.35254784093393443,0.018464883216335964
265,265,87,53,28462,15631,12831,0.21687671933977354,0.8712466156429801,0.426535208843143,0.6656301746891584,0.6308086068861057,0.03482156780305268,0.07510715885100122,0.9805419000921121,0.146607087493787,0.27299924605206105,0.2653125891039656,0.007686656948095449,0.14176956048877232,-0.10929528444913195,0.27992812134935596,0.39263092863709737,0.36549601778214014,0.027134910854957228
266,266,87,56,27761,14514,13247,0.16909488940892278,0.9142655936752273,0.3356951328059188,0.5441783227216117,0.5283508326228238,0.015827490098787922,0.051260851591566764,0.9897843497373064,0.10071742540390116,0.19436954315292787,0.1900591889887317,0.004310354164196173,0.11783403781735602,-0.07551875606207914,0.23497770740201762,0.34980877956868384,0.3382916436340921,0.011517135934591749
267,267,87,53,24718,11486,13232,0.16054327006790875,0.9255324084406631,0.3200547388429971,0.5087565391621919,0.4941447661147248,0.01461177304746708,0.07113007139125892,0.9822708664993776,0.14045010844388447,0.2577108886360212,0.25056357123522066,0.007147317400800546,0.08941319867664983,-0.05673845805871447,0.17960463039911265,0.25104565052617067,0.24358119487950414,0.007464455646666535
268,268,87,53,26555,13142,13413,0.18526802355923358,0.9033294801197905,0.3652132321583681,0.5726779340620647,0.5571324077911379,0.015545526270926757,0.06292402892716022,0.9854468546024174,0.1244070767107183,0.23368024187026468,0.22959052091123078,0.004089720959033899,0.12234399463207336,-0.0821173744826269,0.2408061554476498,0.3389976921918,0.32754188687990715,0.011455805311892858
269,269,87,57,25068,11877,13191,0.17511939959062997,0.9064848911537073,0.34402908410249866,0.5779808315765849,0.5471352525746459,0.03084557900193896,0.04816030984255283,0.9902322919800852,0.0948265701761607,0.18183525504681625,0.1757279096570355,0.0061073453897807495,0.12695908974807713,-0.08374740082637788,0.24920251392633797,0.3961455765297686,0.3714073429176104,0.02473823361215821
270,270,87,58,24168,11433,12735,0.17300795941572641,0.9103660317492697,0.3395222248905051,0.5738884771513748,0.5408803747252195,0.03300810242615526,0.055890842298609286,0.9879470331081022,0.11016334527261146,0.2043205793423435,0.19789604076023376,0.006424538582109729,0.11711711711711713,-0.0775810013588325,0.22935887961789364,0.3695678978090313,0.3429843339649858,0.026583563844045532
271,271,87,51,24389,10921,13468,0.1649094149094149,0.9090868384431245,0.3285966576874003,0.5845558868905754,0.5405820135821187,0.0439738733084567,0.04560021976009523,0.9910069977142588,0.09035519478702336,0.17741865760106382,0.16902666210281894,0.008391995498244875,0.11930919514931967,-0.08192015927113427,0.23824146290037695,0.40713722928951157,0.37155535147929974,0.035581877810211826
272,272,87,50,25830,13248,12582,0.18395229468599034,0.8910158958680332,0.36625778372139633,0.6300017024966877,0.5863424020929099,0.043659300403777856,0.05691425120772947,0.9858544853970513,0.11342355020629885,0.22513907679308526,0.21225354141906422,0.01288553537402104,0.12703804347826086,-0.09483858952901814,0.2528342335150975,0.4048626257036025,0.37408886067384567,0.030773765029756817
273,273,87,54,24011,10463,13548,0.17220253912016534,0.909507343929419,0.3429890842873679,0.5607132419817791,0.5434341726042708,0.017279069377508227,0.046927267514097294,0.9907353314776512,0.09323941457378979,0.18195380818288964,0.1741473623258643,0.007806445857025335,0.12527527160606805,-0.08122798754823224,0.24974966971357812,0.37875943379888943,0.36928681027840654,0.009472623520482892
274,274,87,51,27448,13499,13949,0.16352426697254283,0.9159802163332438,0.3215168847310181,0.5578337186958551,0.5251775030601715,0.03265621563568355,0.0707459811837914,0.9823446721301224,0.13917862904122424,0.2529451271417585,0.24622246970789452,0.0067226574338639655,0.09277828578875143,-0.06636445579687866,0.18233825568979384,0.3048885915540966,0.278955033352277,0.025933558201819584
275,275,87,56,26337,13086,13251,0.16972303977058334,0.9078335083191895,0.3353675071489418,0.5743250215530016,0.5394040931006361,0.034920928452365496,0.04218248509857864,0.9917660484025308,0.08274579019254072,0.16836735002775347,0.15932132414365854,0.009046025884094921,0.1275405546720047,-0.08393254008334128,0.2526217169564011,0.4059576715252481,0.38008276895697757,0.025874902568270575
276,276,87,52,26797,13330,13467,0.17702532115541694,0.9093324929583921,0.348617484065826,0.5709257065243464,0.5473653985376559,0.02356030798669051,0.06624156039009753,0.9840327814187898,0.13130853441807766,0.2518677410610831,0.2431211569515161,0.008746584109567024,0.11078376076531941,-0.07470028846039767,0.21730894964774833,0.31905796546326326,0.3042442415861398,0.014813723877123486
277,277,87,55,25797,12346,13451,0.16393973756682326,0.9200493338656356,0.32406042834307025,0.5300313596024754,0.5123099148542003,0.017721444748275084,0.05718451320265673,0.9876027517389077,0.11285570079750076,0.2085916068866872,0.20274619415710493,0.005845412729582278,0.10675522436416653,-0.06755341787327207,0.2112047275455695,0.3214397527157882,0.30956372069709537,0.011876032018692806
278,278,87,53,28792,14571,14221,0.17569144190515407,0.9062087403077523,0.3421643211685246,0.5818284654829835,0.5396787889145309,0.04214967656845259,0.042069864799945095,0.9926038994115032,0.08183149000639633,0.16231107951171725,0.15359692502051986,0.00871415449119739,0.13362157710520897,-0.08639515910375084,0.26033283116212824,0.41951738597126625,0.38608186389401106,0.0334355220772552
279,279,87,51,31970,18799,13171,0.19383494039936225,0.8895320858329248,0.38518423075479846,0.6410949348026131,0.5934664708765143,0.047628463926098874,0.08298313740092558,0.9757236532559324,0.1641744004842553,0.3161274358344797,0.29878826190930385,0.017339173925175866,0.11085180299843667,-0.0861915674230076,0.22100983027054316,0.32496749896813343,0.2946782089672104,0.030289290000923008
280,280,87,59,28908,15221,13687,0.21465624315043472,0.8755795299537209,0.4274510485721279,0.6572606858229065,0.6264775402948632,0.030783145528043288,0.0901585446043691,0.9729867461561325,0.17945609871792384,0.3381818652117369,0.31306957511001954,0.02511229010171734,0.12449769854606561,-0.09740721620241155,0.24799494985420406,0.31907882061116966,0.3134079651848437,0.005670855426325949
281,281,87,52,26433,12708,13725,0.15001821493624773,0.9347184940943358,0.29753659757374984,0.48778439669793894,0.465665439446448,0.022118957251490934,0.04123386842933585,0.993000247108515,0.08075568765254365,0.16086474717412722,0.1502991415217274,0.010565605652399807,0.10878434650691188,-0.05828175301417915,0.2167809099212062,0.3269196495238117,0.3153662979247206,0.011553351599091127
282,282,87,55,26071,13415,12656,0.1620575221238938,0.917643764079966,0.32066722252247964,0.5491697178401687,0.5169005872277965,0.03226913061237213,0.049795005590756614,0.9899943420977612,0.09935024240747922,0.18807763863997884,0.1802491350082239,0.00782850363175494,0.11226251653313718,-0.07235057801779521,0.22131698011500042,0.3610920792001898,0.3366514522195726,0.02444062698061719
283,283,87,56,26423,13546,12877,0.1567911780694261,0.9252739072720451,0.31090854386551736,0.5196776253753785,0.4956023825443456,0.02407524283103296,0.057433928835080465,0.9871279207153014,0.11362463855653143,0.21659013914497005,0.21224969200880744,0.004340447136162606,0.09935724923434563,-0.06185401344325636,0.19728390530898593,0.3030874862304085,0.28335269053553813,0.019734795694870355
284,284,87,57,27670,14495,13175,0.18891840607210625,0.8965799002862336,0.3735174531818536,0.6010146303956714,0.5800148699498451,0.0209997604458263,0.06929791271347249,0.9823778192179073,0.13812837378327802,0.25468042662088697,0.24886573867582748,0.005814687945059488,0.11962049335863376,-0.08579791893167377,0.23538907939857556,0.3463342037747844,0.33114913127401757,0.01518507250076681
285,285,87,57,25007,11761,13246,0.14706326438170014,0.9298130862754306,0.29221125649596985,0.5087565366033446,0.4742383383702743,0.03451819823307034,0.050080775444264945,0.9896790541262683,0.09973176957656957,0.1859143526679031,0.18059002698227494,0.005324325685628156,0.09698248893743519,-0.059865967850837754,0.19247948691940028,0.3228421839354415,0.29364831138799935,0.029193872547442185
286,286,87,56,27673,14016,13657,0.20553562275756024,0.8710511948937821,0.4077658566884763,0.7109252645407853,0.6260472520770046,0.08487801246378068,0.058065460935783846,0.9863451487403553,0.11534228039846428,0.21178029080893868,0.20603416175873981,0.0057461290501988616,0.14747016182177639,-0.11529395384657315,0.29242357629001203,0.49914497373184663,0.42001309031826484,0.07913188341358182
287,287,87,57,22985,9548,13437,0.11364143782094217,0.9581205137699962,0.2265417485044562,0.4182484884362422,0.370289953706598,0.047958534729644176,0.03326635409689663,0.995266159921649,0.0636994425318432,0.1410700774149073,0.12084512371733108,0.02022495369757621,0.08037508372404555,-0.037145646151652834,0.16284230597261298,0.2771784110213349,0.24944482998926693,0.027733581032067967
288,288,87,51,25827,12784,13043,0.15143929912390489,0.9307518145189728,0.30035014274052796,0.4999406080234647,0.4807613937662641,0.019179214257200594,0.06547246558197747,0.9847458295258475,0.12971483704089593,0.23861546568045022,0.23069089425791506,0.007924571422535165,0.08596683354192741,-0.05399401500687473,0.17063530569963203,0.26132514234301446,0.25007049950834903,0.01125464283466543
289,289,87,56,26586,14052,12534,0.15876743524053516,0.9275692064637985,0.3132776882745712,0.5063257798807197,0.49024054063882627,0.016085239241893423,0.07166239681184174,0.9817459476350147,0.1424478620543241,0.26717836423328467,0.25970860323016026,0.007469761003124409,0.08710503842869342,-0.05417674117121618,0.1708298262202471,0.23914741564743502,0.230531937408666,0.008615478238769014
290,290,87,62,26416,13754,12662,0.192889341282536,0.8958057967462064,0.37615728887082767,0.6004035997134922,0.5730623659664213,0.02734123374707087,0.07913441794345286,0.9786178685670385,0.15780736848925636,0.28717805854903017,0.2785977725330755,0.008580286015954675,0.11375492333908313,-0.08281207182083206,0.2183499203815713,0.31322554116446205,0.29446459343334586,0.018760947731116195
291,291,87,57,26811,13667,13144,0.1657276651788981,0.9087282070210035,0.3217056460909323,0.5810762360651329,0.5258551332398194,0.05522110282531356,0.045724284844796105,0.990764229612261,0.08922096937409732,0.18192445434171794,0.1707202024517544,0.011204251889963546,0.12000338033410199,-0.08203602259125742,0.23248467671683495,0.399151781723415,0.35513493078806496,0.044016850935350016
292,292,87,51,26629,13869,12760,0.15841084432907923,0.9174711038872242,0.3106377837765875,0.5614934649790192,0.5160430515884985,0.045450413390520694,0.0491023145143846,0.9900327934178547,0.09765398282315196,0.18279768223628856,0.176026416089115,0.006771266147173549,0.10930852981469463,-0.07256168953063047,0.21298380095343555,0.37869578274273064,0.3400166354993835,0.038679147243347145
293,293,87,50,27493,14563,12930,0.1842340177161299,0.9041004656462609,0.35425620947979763,0.57714263977217,0.5534425897982975,0.023700049973872428,0.07262180974477958,0.9810261296904577,0.14473158969703545,0.2726788963079968,0.26308344757162555,0.009595448736371248,0.11161220797135032,-0.07692566404419676,0.20952461978276218,0.30446374346417315,0.290359142226672,0.01410460123750118
294,294,87,56,27911,14974,12937,0.19324418335008117,0.8874954122896527,0.38325717012319693,0.6399328096003976,0.598441541500823,0.041491268099574596,0.06043809269400294,0.9852219666132487,0.1208075755725683,0.23215150556564823,0.22683394040604926,0.005317565159598969,0.13280609065607824,-0.097726554323596,0.26244959455062866,0.4077813040347493,0.3716076010947737,0.03617370293997563
295,295,87,55,24053,11276,12777,0.17844564451749237,0.9022784815345439,0.3499046236498866,0.5892862865983592,0.5526063359668428,0.03667995063151641,0.04241997338968459,0.992672938800689,0.08334062822344258,0.1670538900116171,0.15540737216918374,0.011646517842433368,0.13602567112780778,-0.09039445726614503,0.26656399542644404,0.42223239658674216,0.39719896379765907,0.025033432789083043
296,296,87,57,26951,13750,13201,0.17163636363636364,0.9115486595368121,0.3377004827457975,0.5599599499417165,0.5348776509011275,0.025082299040589007,0.06574545454545455,0.9838246689300397,0.13041978913443197,0.240421730198635,0.23575044033877907,0.004671289859855932,0.10589090909090909,-0.07227600939322765,0.20728069361136553,0.3195382197430815,0.2991272105623484,0.020411009180733075
297,297,87,51,27906,14647,13259,0.18341173011906511,0.9057966956318789,0.36027972935529173,0.5666882409435352,0.5426042211066682,0.024084019836867032,0.05891991534102547,0.9868387651201189,0.1172327286031519,0.221166739528059,0.21588426098518876,0.005282478542870228,0.12449181477803964,-0.08104206948824,0.24304700075213984,0.3455215014154762,0.3267199601214794,0.018801541293996804
298,298,87,55,26237,13306,12931,0.14747505993349316,0.9257709783673808,0.2869080187580736,0.5319649231068149,0.4843414189814665,0.04762350412534838,0.05846986321960018,0.9870221232158668,0.11571066018258316,0.22249355520220082,0.21363626911758926,0.00885728608461156,0.08900519671389298,-0.06125114484848604,0.17119735857549043,0.30947136790461405,0.2707051498638772,0.03876621804073682
299,299,87,63,26316,13234,13082,0.1784041106241499,0.9016495404523062,0.3490215066624891,0.5976074946769777,0.5562564482631397,0.04135104641383802,0.05610762880293533,0.9875480505118583,0.1108205257743804,0.20553262491161958,0.1987485946095362,0.0067840303020833825,0.12229648182121458,-0.08589851005955218,0.2382009808881087,0.3920748697653581,0.3575078536536035,0.03456701611175464
300,300,87,52,28155,14257,13898,0.18096128939415743,0.8957323874895577,0.35871508481219794,0.6347349586233589,0.5781079184028357,0.05662704022052323,0.05751560636880129,0.9871996540936187,0.11406248692552992,0.21790846498821936,0.21173334959240098,0.006175115395818387,0.12344568302535613,-0.0914672666040609,0.24465259788666802,0.41682649363513957,0.36637456881043473,0.05045192482470484
301,301,87,55,25891,12954,12937,0.17369152385363595,0.9078308724997852,0.34573027737691864,0.5815979469636627,0.5472452580332554,0.03435268893040733,0.05975110149184509,0.9865946656203732,0.1191090195429212,0.22068955965947956,0.21560294300601318,0.00508661665346638,0.11394042236179086,-0.07876379312058801,0.22662125783399745,0.3609083873041832,0.33164231502724223,0.029266072276940946
302,302,87,53,26937,13959,12978,0.15889390357475464,0.9142707805174237,0.31430708656488454,0.5757717884833935,0.5171958491884148,0.05857593929497873,0.044702342574683,0.9914296376689363,0.08762316508649912,0.17212293930132955,0.16270986558612888,0.00941307371520067,0.11419156100007163,-0.0771588571515126,0.22668392147838543,0.40364884918206395,0.3544859836022859,0.04916286557977806
303,303,87,57,27549,14600,12949,0.17363013698630136,0.9076994600524504,0.34672263262514585,0.5767242093785135,0.5518359618875242,0.02488824749098939,0.05801369863013699,0.9869740192557312,0.11246867320372758,0.21772631061652992,0.2126250230972964,0.005101287519233527,0.11561643835616438,-0.07927455920328086,0.23425395942141827,0.3589978987619836,0.3392109387902278,0.019786959971755863
304,304,87,53,23252,10346,12906,0.15764546684709066,0.9211085343743691,0.31305470126165286,0.5377515889144575,0.509397345539625,0.0283542433748325,0.060359522702618934,0.986333113689855,0.11978440728419497,0.22487746359227426,0.22040524425773356,0.0044722193345407,0.09728594414447173,-0.06522457931548586,0.19327029397745787,0.3128741253221833,0.28899210128189146,0.0238820240402918
305,305,87,55,22923,9793,13130,0.13731911652703732,0.9410587975354887,0.2716067922056641,0.4744312527159688,0.44507897110487127,0.02935228161109754,0.04053916062493618,0.9928418763452982,0.07987916513100697,0.1628855381792537,0.15109566996353382,0.011789868215719868,0.09677995590210114,-0.05178307880980948,0.19172762707465713,0.3115457145367151,0.2939833011413374,0.017562413395377674
306,306,87,54,25564,12400,13164,0.17973260407171074,0.9010895152713658,0.35673182482038013,0.6053836217794526,0.564881894657411,0.040501727122041586,0.06616529930112428,0.984033615015536,0.13052302957234296,0.23967859924007318,0.23327392909029515,0.0064046701497780245,0.11356730477058646,-0.08294409974417016,0.22620879524803716,0.3657050225393794,0.33160796556711586,0.03409705697226356
307,307,87,56,24513,11354,13159,0.18040884565696483,0.9115302181447831,0.353345458667926,0.5482072072424196,0.5303956988763573,0.017811508366062268,0.065202522988069,0.9851365782790538,0.12818839370390545,0.23926772079787265,0.2314348887723785,0.007832832025494146,0.11520632266889583,-0.07360636013427069,0.22515706496402055,0.30893948644454694,0.2989608101039788,0.009978676340568121
308,308,87,52,27315,13664,13651,0.1646033257636803,0.9197077270162499,0.32773369259305707,0.5317249622143092,0.5162338132129145,0.0154911490013947,0.05927985948477752,0.9869243779826203,0.11648704609745415,0.21162262036705445,0.20561889798474356,0.006003722382310894,0.1053234662789028,-0.06721665096637042,0.21124664649560293,0.3201023418472547,0.310614915228171,0.009487426619083805
309,309,87,52,28261,15311,12950,0.19273724773038992,0.8943267552613774,0.38335314984129565,0.6044451208956636,0.58016656094914,0.024278559946523615,0.07938223938223939,0.9786057895136335,0.15835013512630913,0.2938383711414322,0.2815222933524677,0.012316077788964486,0.11335500834815053,-0.08427903425225614,0.22500301471498652,0.3106067497542314,0.2986442675966723,0.011962482157559129
310,310,87,52,28989,16290,12699,0.19773210489014884,0.8938622193005341,0.3908009461744715,0.5960757064098056,0.578283657245402,0.01779204916440358,0.08054020871700429,0.9788994710652091,0.15903327316415483,0.29353171425855906,0.28296496577453223,0.010566748484026833,0.11719189617314454,-0.08503725176467503,0.23176767301031664,0.3025439921512465,0.29531869147086975,0.007225300680376745
311,311,87,57,25672,12719,12953,0.14282405620319616,0.9371071388525711,0.28485236350788623,0.4779774959303911,0.4588628191770519,0.01911467675333922,0.06030348297822156,0.9866343241336512,0.119317205575381,0.2230226561957438,0.21856053920537005,0.004462116990373743,0.08252057322497461,-0.04952718528108002,0.16553515793250523,0.25495483973464733,0.24030227997168185,0.014652559762965478
312,312,87,54,28612,15251,13361,0.17834896072388695,0.9054813918322288,0.34899377117509034,0.5771862353145798,0.549455804969487,0.027730430345092816,0.06593817828006886,0.9845297615539028,0.13176992701785656,0.24092768260761474,0.23326868607589366,0.007658996531721085,0.1124107824438181,-0.07904836972167406,0.21722384415723378,0.33625855270696503,0.3161871188935933,0.02007143381337173
313,313,87,57,26848,13011,13837,0.17062485589116902,0.911212940843741,0.33811342926308036,0.5695822438488549,0.5360149833753164,0.03356726047353853,0.06381441063814411,0.9852898415568412,0.12718559193360368,0.23175861957424765,0.22686769900240084,0.004890920571846813,0.10681044525302491,-0.07407690071310014,0.21092783732947668,0.33782362427460727,0.30914728437291555,0.028676339901691716
314,314,87,52,25758,12828,12930,0.16237917056439038,0.9180413573507875,0.321972562918847,0.5410564051287488,0.5181372080488413,0.022919197079907416,0.048569218870843,0.9903408286590792,0.09676168792599135,0.1872490514408714,0.1820696888574868,0.0051793625833845836,0.11380995169354738,-0.07229947130829173,0.22521087499285566,0.35380735368787736,0.3360675191913545,0.017739834496522833
315,315,87,56,25886,12109,13777,0.16714840201503015,0.9099054334514288,0.33156862114758306,0.5752900157008406,0.5361397449537424,0.039150270747098204,0.05293583285159798,0.9888040746817099,0.10553458333303611,0.1927763418726568,0.18711727937607303,0.005659062496583767,0.11421256916343217,-0.07889864123028112,0.22603403781454695,0.3825136738281838,0.34902246557766936,0.03349120825051444
316,316,87,53,25412,12209,13203,0.2079613399950856,0.8800409331711376,0.4100175807096562,0.6485061927383649,0.6144975408735545,0.03400865186481039,0.06462445736751576,0.9846002889399585,0.12839903950873247,0.2415319382644563,0.23383548261635345,0.00769645564810284,0.14333688262756983,-0.10455935576882092,0.2816185412009238,0.40697425447390856,0.380662058257201,0.02631219621670755
317,317,87,59,26353,13394,12959,0.17146384751909868,0.9126039737805531,0.3401693661230859,0.551608365342414,0.530958643523931,0.020649721818483013,0.06219202628042407,0.9853906497563566,0.12315643542538907,0.23075136502380683,0.22661262613671135,0.004138738887095483,0.10927182123867461,-0.07278667597580346,0.21701293069769684,0.32085700031860714,0.3043460173872196,0.01651098293138753
318,318,87,52,23324,9973,13351,0.13616957531271065,0.9425400382395663,0.27141430315150283,0.4674767669836675,0.4363880744228168,0.031088692560850728,0.04306793498614336,0.9917351900689872,0.08577361557652745,0.16884151914475581,0.16110609798856745,0.00773542115618836,0.09310164032656729,-0.04919515182942091,0.18564068757497537,0.2986352478389117,0.27528197643424934,0.023353271404662368
319,319,87,53,26481,13534,12947,0.21016451687649648,0.8880239844956103,0.4118389349428355,0.6095574300829805,0.5959286976543234,0.013628732428657031,0.09253108828299993,0.9710413054899373,0.18351772533801142,0.36168427136569953,0.33098861001384117,0.03069566135185836,0.11763342859349656,-0.08301732099432702,0.2283212096048241,0.24787315871728094,0.26494008764048227,-0.01706692892320133
320,320,87,56,29448,16103,13345,0.19325590108654928,0.8959581149888247,0.38520195499620313,0.5983011332072955,0.577487577113388,0.020813556093907448,0.06855865366701856,0.9834331896806963,0.13636518955682145,0.252059137880587,0.2462948476680792,0.005764290212507794,0.12469724741953071,-0.08747507469187155,0.24883676543938169,0.3462419953267085,0.33119272944530886,0.015049265881399654
321,321,87,55,26303,12785,13518,0.19178725068439578,0.8894465283126315,0.3811135464855938,0.6355464214764157,0.5933268258490398,0.04221959562737587,0.06750097770825186,0.9833962949095582,0.13424329778751232,0.24605615125868496,0.23785343209391013,0.00820271916477483,0.12428627297614392,-0.09394976659692666,0.2468702486980815,0.38949027021773075,0.3554733937551297,0.03401687646260104
322,322,87,51,26589,13492,13097,0.16141101015499731,0.9217746889437999,0.3194251445139633,0.5238916793180688,0.5032937655313393,0.020597913786729483,0.06031915705886844,0.9867389227239902,0.11933566643074013,0.22044003810515794,0.21630119908046957,0.004138839024688368,0.10109185309612886,-0.06496423378019034,0.2000894780832232,0.30345164121291085,0.28699256645086973,0.016459074762041115
323,323,87,55,28393,15524,12869,0.1882891007472301,0.8989470611120656,0.37294449955329495,0.5981479852017659,0.5713603603187081,0.02678762488305786,0.07665550115949497,0.9799081913558243,0.15175634942155597,0.2881410065567361,0.271540904821705,0.01660010173503107,0.11163359958773512,-0.08096113024375873,0.22118815013173898,0.31000697864502985,0.29981945549700306,0.01018752314802679
324,324,87,53,25596,12990,12606,0.15204003079291764,0.9267091217362067,0.3012713620369933,0.5137415005170954,0.4908659885115777,0.02287551200551774,0.05370458511819769,0.9881886529100051,0.10643155739101473,0.20813780271722526,0.19679915624445493,0.01133864647277033,0.09833544567471995,-0.06147953117379845,0.19483980464597855,0.3056036977998702,0.29406683226712277,0.011536865532747409
325,325,87,56,25325,11916,13409,0.1479603251547468,0.9308088449759598,0.2913789521404599,0.5071087834928222,0.4739817385019002,0.033127044990922005,0.06587781134608929,0.9851766013873283,0.1297909852523485,0.23127254544688286,0.2259860153519309,0.005286530094951947,0.08208251380865751,-0.054367756411368484,0.1615879668881114,0.2758362380459393,0.24799572314996926,0.02784051489597006
326,326,87,60,26556,13698,12858,0.19243685209519637,0.8856502548440607,0.3780256962282234,0.6498675634131816,0.5940869222242107,0.05578064118897097,0.040151846984961305,0.9919386759981969,0.07970985610741735,0.1661707931637767,0.1567833649441991,0.00938742821957761,0.15228500511023507,-0.10628842115413617,0.29831584012080603,0.48369677024940494,0.4373035572800116,0.04639321296939336
327,327,87,54,25438,12582,12856,0.1614210777300906,0.9175845532337115,0.32023309788472126,0.5474431365141401,0.5163310339428511,0.031112102571289046,0.04800508663169607,0.9903108909845132,0.09592045688682986,0.18585093306770953,0.1772177996457534,0.008633133421956124,0.11341599109839452,-0.07272633775080173,0.2243126409978914,0.3615922034464306,0.33911323429709767,0.022478969149332922
328,328,87,50,23078,9986,13092,0.13138393751251753,0.9454292876816421,0.2594733298784507,0.4630162049733773,0.4286035448435067,0.0344126601298706,0.0462878093492209,0.9918691774962185,0.09178058570113037,0.17456476173382934,0.1635703062441149,0.01099445548971445,0.08509612816329663,-0.04643988981457636,0.1676927441773203,0.28845144323954797,0.2650332385993918,0.02341820464015615
329,329,87,52,23522,10987,12535,0.1578228815873305,0.9178983219425765,0.30890391585457505,0.5582282235718133,0.5100716912891889,0.0481565322826244,0.05024119413852735,0.989739979536319,0.09812416741270433,0.18643564162731316,0.17885217385993177,0.007583467767381391,0.10758168744880314,-0.0718416575937425,0.21077974844187072,0.37179258194450016,0.33121951742925715,0.04057306451524301
